,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
3438,Second visitgreat hotel central to everything we needed,2018-12-12,,Second visitgreat hotel central to everything we needed,None,None,0,1,0,0,0,0,0,NEGATIVE
3439,Front desk was helpful Lunch options were meager eating by the pool while on business is ok but not preferable Also more information and options to airport travel would be a big plus by the concierge There were a couple of high school groups that broke out on the pool area every night after 9pm and kept up a youthful rukus till 11 pm would have been nice to get to sleep at 10pm instead in the middle of the week ,2018-12-12,,Front desk was helpful Lunch options were meager eating by the pool while on business is ok but not preferable Also more information and options to airport travel would be a big plus by the concierge There were a couple of high school groups that broke out on the pool area every night after 9pm and kept up a youthful rukus till 11 pm would have been nice to get to sleep at 10pm instead in the middle of the week ,None,None,0,1,0,0,0,0,0,NEGATIVE
3440,The hotel is really rundown I had to switch rooms twice because of maintenance problems After checking in I was directed to a customer service desk to receive my welcome gift Thinking it was a bottle of water it was instead an offer to listen to a sales pitch of one of their properties But the offer was only for singles so I’d have to remove my wedding ring I was traveling alone at the time They also charge a resort fee which includes transportation to the parks Coming back from the Magic Kingdom it took the bus 50 minutes to make a 2 mile trip It just sits and waits and waits I finally get off the bus to find crime scene tape covering the front of the hotel and a busted plate glass window,2018-12-12,,The hotel is really rundown I had to switch rooms twice because of maintenance problems After checking in I was directed to a customer service desk to receive my welcome gift Thinking it was a bottle of water it was instead an offer to listen to a sales pitch of one of their properties But the offer was only for singles so I’d have to remove my wedding ring I was traveling alone at the time They also charge a resort fee which includes transportation to the parks Coming back from the Magic Kingdom it took the bus 50 minutes to make a 2 mile trip It just sits and waits and waits I finally get off the bus to find crime scene tape covering the front of the hotel and a busted plate glass window,None,None,1,1,1,1,0,0,1,NEGATIVE
3441,Not sure what the $25 resort fee was about this property had the same standard amenities as every hotel in the area Otherwise we would recommend,2018-12-12,"fat tip, fl",Not sure what the $25 resort fee was about this property had the same standard amenities as every hotel in the area Otherwise we would recommend,"Fat Tuesday, 17, South Atlantic Boulevard, Fort Lauderdale, Broward County, Florida, 33316, United States",United States,0,1,1,1,0,0,0,NEGATIVE
3442,Walls were super thin Heard everything and could hardly sleep Got a balloon package for the room which was delivered l however the room had not been made up for the day at after 4pm which was disappointing So they placed the balloons in a dirty room Character breakfast was $50 for 2 persons My son enjoyed it otherwise an ordinary overpriced breakfast It was a short birthday stay Accommodations were just ok Room was a bit small Not sure we would return wasn’t a Wow Self parking and valet parking are the same charge Disney shuttle available to parks on schedule,2018-12-12,,Walls were super thin Heard everything and could hardly sleep Got a balloon package for the room which was delivered l however the room had not been made up for the day at after 4pm which was disappointing So they placed the balloons in a dirty room Character breakfast was $50 for 2 persons My son enjoyed it otherwise an ordinary overpriced breakfast It was a short birthday stay Accommodations were just ok Room was a bit small Not sure we would return wasn’t a Wow Self parking and valet parking are the same charge Disney shuttle available to parks on schedule,None,None,1,0,1,1,0,1,0,NEGATIVE
3443,Location of hotel is great but the front desk could not help get us a cab to the airport and there was no maid service one day even though we were out of the room at 10am and did not return until 1130pm Kuerig in room did not work and I’ve never heard a louder air conditionerheater unit With so many hotel options in NYC you can do better than this one ,2018-12-12,,Location of hotel is great but the front desk could not help get us a cab to the airport and there was no maid service one day even though we were out of the room at 10am and did not return until 1130pm Kuerig in room did not work and I’ve never heard a louder air conditionerheater unit With so many hotel options in NYC you can do better than this one ,None,None,1,1,0,0,0,0,1,NEGATIVE
3444,Great hotel for price will stay again I stayed 8 nights,2018-12-12,,Great hotel for price will stay again I stayed 8 nights,None,None,1,1,0,0,0,0,0,NEGATIVE
3445,Only stayed for one night but hotel was clean and the beds where comfortable,2018-12-12,Ayr Scotland,Only stayed for one night but hotel was clean and the beds where comfortable,"Ayr, South Ayrshire, Scotland, KA7 1NE, United Kingdom",United Kingdom,1,1,0,0,0,0,0,POSITIVE
3446,Central location to many amenities easy to get in and out,2018-12-12,,Central location to many amenities easy to get in and out,None,None,0,1,1,0,0,0,0,POSITIVE
3447,Sheets were itchy ,2018-12-12,,Sheets were itchy ,None,None,0,0,0,0,0,0,0,NEGATIVE
3448,This property is very convenient to most attractions in Orlando as well as the airport It was very clean and a great find for the price,2018-12-12,,This property is very convenient to most attractions in Orlando as well as the airport It was very clean and a great find for the price,None,None,1,1,0,0,0,0,0,POSITIVE
3449,It was very nice I was able to access parking easily,2018-12-12,,It was very nice I was able to access parking easily,None,None,0,0,1,0,0,0,0,POSITIVE
3450,We had a good stay would recommend to everyone that its a great place to stay ,2018-12-11,,We had a good stay would recommend to everyone that its a great place to stay ,None,None,1,0,0,0,0,0,0,POSITIVE
3451,Rooms are renovated and very clean Property from the outside looks a bit run down,2018-12-11,"San Diego, us",Rooms are renovated and very clean Property from the outside looks a bit run down,"San Diego, San Diego County, California, United States",United States,1,0,0,0,0,0,0,NEGATIVE
3452,Very clean Comfortable beds I would definitely stay there again,2018-12-11,,Very clean Comfortable beds I would definitely stay there again,None,None,1,0,0,0,0,0,0,POSITIVE
3453,My stay was enjoyable The staff was friendly and polite,2018-12-11,,My stay was enjoyable The staff was friendly and polite,None,None,1,1,0,0,0,0,1,POSITIVE
3454,Det eneste udluftning er de piv utætte vinduer Hvor det trækker rigtig meget fra Samt det dårlige indeklima da man ikke kan lufte ud efter bad så vinduerne sejler i vand Ud og det beløb vi havde betalt hos hotelscom fik vi lige en ekstra regning da vi tjekkede ud af hotellet for hotelservice som mulighed for at benytte deres fitnessrum og wifi mm på 33 $ pr dag 200 $ for 6 dag Et ret stor beløb syntes jeg da vi jo kun var på hotellet når vi skulle sove 😏 og det var ikke noget men kunne fravælge Men ud over det lå hotellet helt perfekt og centralt og personalet var meget flinke Ps rigtig gode senge 😊,2018-12-11,,The only ventilation is the piv leaky windows Where it draws a lot from As well as the bad indoor climate as you can not ventilate after bathing so the windows sail in water Out and the amount we had paid at hotelscom we just got an extra bill when we checked out of the hotel for hotel service as an opportunity to use their gym and wifi etc. at 33 $ per day 200 $ for 6 days A pretty large amount I thought as we were only at the hotel when we had to sleep 😏 and it was nothing but could opt out But beyond that the hotel was absolutely perfect and central and the staff were very nice Ps really good beds 😊,None,None,1,1,1,1,0,0,1,NEGATIVE
3455,The place was a total shiphole and hasnt been renovated since 1946 Its an overpriced dumpster,2018-12-11,,The place was a total shiphole and hasnt been renovated since 1946 Its an overpriced dumpster,None,None,0,0,0,0,0,0,0,POSITIVE
3456,Good locationpoor room facilities Bathroom was not like pictures had parts falling off broken Had to swap rooms,2018-12-11,,Good locationpoor room facilities Bathroom was not like pictures had parts falling off broken Had to swap rooms,None,None,1,1,0,0,0,0,1,NEGATIVE
3457,We stayed at this hotel for 4 nights We had an amazing queen suite with its own balcony on the 30th Floor The Hotel location is perfect just enough away from times square but a 10 minute walk There is also a subway station right under the hotel making it very easy to get anywhere quick Macys is just down the road and a great Starbucks and Mcdonalds across the street The hotel also has a diner Tick Tock for 247 food which serves up really decent foodThe room was spot on really clean and well presented Check in took no more than 5 minutes and the security at the elevators gives you some comfort that not anyone can access the floorsWIFI ran at 10mbs up and down which enabled us to keep in touch with work and do the occasional laptop activities We will 100 use this hotel again you cannot fault our stay The hotel look and feel gives that new york art deco a little like hotel from AMS ,2018-12-11,,We stayed at this hotel for 4 nights We had an amazing queen suite with its own balcony on the 30th Floor The Hotel location is perfect just enough away from times square but a 10 minute walk There is also a subway station right under the hotel making it very easy to get anywhere quick Macys is just down the road and a great Starbucks and Mcdonalds across the street The hotel also has a diner Tick Tock for 247 food which serves up really decent foodThe room was spot on really clean and well presented Check in took no more than 5 minutes and the security at the elevators gives you some comfort that not anyone can access the floorsWIFI ran at 10mbs up and down which enabled us to keep in touch with work and do the occasional laptop activities We will 100 use this hotel again you cannot fault our stay The hotel look and feel gives that new york art deco a little like hotel from AMS ,None,None,1,1,0,1,0,1,0,POSITIVE
3458,Sauberes Hotelzimmer in sehr zentraler Lage und sehr hilfsbereites Personal,2018-12-11,,Clean hotel room in a very central location and very helpful staff,None,None,1,1,0,0,0,0,1,POSITIVE
3459,I liked that the hotel was walking distance to Disney Springs The check in process and quick and easy Front desk was really friendly and helpful Room was clean the beds had clean sheets It was a great option for what I needed it for just one weekend to sleep at after going to a Disney Park,2018-12-11,,I liked that the hotel was walking distance to Disney Springs The check in process and quick and easy Front desk was really friendly and helpful Room was clean the beds had clean sheets It was a great option for what I needed it for just one weekend to sleep at after going to a Disney Park,None,None,1,1,0,0,0,0,1,POSITIVE
3460,Ac in the room was dripping so the spot there was wet the whole time ,2018-12-11,,Ac in the room was dripping so the spot there was wet the whole time ,None,None,1,0,0,0,0,0,0,NEGATIVE
3461,First my reservation is not on their book second room heater did not work Up grade to better room No shower gel for 3 days even when I remind them every single day,2018-12-11,,First my reservation is not on their book second room heater did not work Up grade to better room No shower gel for 3 days even when I remind them every single day,None,None,1,0,0,0,1,0,0,NEGATIVE
3462,As a place to stay for just a night and for the price I paid it was satisfactory The staff was friendly and room came with the usual amenities However a few pieces of the furniture had some sticky residue on them I dont want to guess the source,2018-12-11,,As a place to stay for just a night and for the price I paid it was satisfactory The staff was friendly and room came with the usual amenities However a few pieces of the furniture had some sticky residue on them I dont want to guess the source,None,None,1,1,1,1,0,0,1,POSITIVE
3463,This clean and modern hotel was in a perfect location for our family holiday to NYC We were impressed by the lovely reception staff and efficient housekeepers Would stay here again ,2018-12-11,,This clean and modern hotel was in a perfect location for our family holiday to NYC We were impressed by the lovely reception staff and efficient housekeepers Would stay here again ,None,None,1,1,0,0,0,0,1,POSITIVE
3464,The view from my room was beautiful Room was clean and staff was friendly,2018-12-11,,The view from my room was beautiful Room was clean and staff was friendly,None,None,1,1,0,0,0,0,1,POSITIVE
3465,Recomendado muy cerca de disney y buen servicio,2018-12-11,,Recommended very close to disney and good service,None,None,0,0,0,0,0,0,1,POSITIVE
3466,The rest room was nice but you can get a smell coming from the pipes preferably the sinkIt made the whole restroom smell like it,2018-12-11,,The rest room was nice but you can get a smell coming from the pipes preferably the sinkIt made the whole restroom smell like it,None,None,1,0,0,0,0,1,0,NEGATIVE
3467,The fan in the room needed repair I went to the front desk to let them know the fan was making sounds Since I was only there for 1 nightit wasnt too big a deal But if someone is there for longer it will be very annoying,2018-12-11,,The fan in the room needed repair I went to the front desk to let them know the fan was making sounds Since I was only there for 1 nightit wasnt too big a deal But if someone is there for longer it will be very annoying,None,None,1,0,0,0,0,0,0,NEGATIVE
3468,Na ultima noite que ficamos no hotel a nossa camareira não limpou o quartoApesar de ter solicitado a ela quando saímos para o Parque Acho que ela estava de mau humor e sabia que a gente ia embora no outro dia Isso não pode acontecer Espero que a gerencia tome providencias para que ocorra mais,2018-12-11,,The last night we stayed at the hotel our maid didn't clean the room Even though I asked her when we left for the Park I think she was in a bad mood and knew we were leaving the next day This can't happen I hope the management takes over provide for more to occur,None,None,1,1,0,0,0,0,0,NEGATIVE
3469,Didnt feel like a resort property on a main strip connected to a gas station,2018-12-11,,Didnt feel like a resort property on a main strip connected to a gas station,None,None,0,1,0,1,0,0,0,POSITIVE
3470,I loved the hotel the staffThe best experience yet,2018-12-11,,I loved the hotel the staffThe best experience yet,None,None,0,1,0,0,0,0,1,POSITIVE
3471,Nice clean spacious hotel would stay again ,2018-12-11,,Nice clean spacious hotel would stay again ,None,None,1,1,0,0,0,0,0,POSITIVE
3472,It was very nice 👍 ,2018-12-11,,It was very nice 👍 ,None,None,0,0,0,0,0,0,0,POSITIVE
3473,Good and clean Deposit fee needs to be addressed and parking also,2018-12-10,"Hollywood, Fla",Good and clean Deposit fee needs to be addressed and parking also,None,None,1,0,1,1,0,0,0,POSITIVE
3474,Ww were happy with our stay Our room was spacious and clean They have several restaurant options quite expensive though We have stayed at Disney properties and this room was much bigger The only complaint is the $22day for parking and the $28day resort fee Although Im sure all hotels charge this in Orlando now I do suggest that they put a sign on the gate after you check out to push valet button to open the gate as it was a bit confusing on what to do because when you put your ticket in the slot it says to insert credit card but we already paid for the parking ,2018-12-10,,Ww were happy with our stay Our room was spacious and clean They have several restaurant options quite expensive though We have stayed at Disney properties and this room was much bigger The only complaint is the $22day for parking and the $28day resort fee Although Im sure all hotels charge this in Orlando now I do suggest that they put a sign on the gate after you check out to push valet button to open the gate as it was a bit confusing on what to do because when you put your ticket in the slot it says to insert credit card but we already paid for the parking ,None,None,1,1,1,1,0,1,0,NEGATIVE
3475,Recommend the property at Bonnett Springs highlybeautiful grounds great setting close to most thingsStaff is wonderful,2018-12-10,"Calgary, ca",Recommend the property at Bonnett Springs highlybeautiful grounds great setting close to most thingsStaff is wonderful,"Calgary, Alberta, Canada",Canada,0,1,0,0,0,0,0,POSITIVE
3476,Great staff Nice room comfortable beds The hotel was clean,2018-12-10,,Great staff Nice room comfortable beds The hotel was clean,None,None,1,1,0,0,0,0,1,POSITIVE
3477,Really enjoyed my stay Stay overnight for a concert Staff is friendly and loved the room I had a comfortable night there,2018-12-10,,Really enjoyed my stay Stay overnight for a concert Staff is friendly and loved the room I had a comfortable night there,None,None,1,0,0,0,0,0,1,POSITIVE
3478,There was no elevator I have a mother who is disabled but she did not stay with us this time If she had she would have had a hard time climbing the stairs It was a hassle for my boyfriend and I just hauling our luggage up taking multiple trips The bar was decent though and staff were friendly,2018-12-10,Dinuba California,There was no elevator I have a mother who is disabled but she did not stay with us this time If she had she would have had a hard time climbing the stairs It was a hassle for my boyfriend and I just hauling our luggage up taking multiple trips The bar was decent though and staff were friendly,"Dinuba, Tulare County, California, 93618, United States",United States,1,1,1,0,0,0,1,NEGATIVE
3479,Theres nothing I liked about this property other than its close to the airport This property and the room I got was filthy dishes and garbage outside my room door from previous people I assume when called to get that cleaned up it was never cleaned up I had to call again a second time the next day No microwave when I called for a microwave it did not arrive until the next day and it was dirty so it was not even cleaned when it was brought to me the carpet was dirty bathtub was dirty and the overall condition of the room was very poor I will never return to this property and it is not worth $200 for two nights,2018-12-10,,Theres nothing I liked about this property other than its close to the airport This property and the room I got was filthy dishes and garbage outside my room door from previous people I assume when called to get that cleaned up it was never cleaned up I had to call again a second time the next day No microwave when I called for a microwave it did not arrive until the next day and it was dirty so it was not even cleaned when it was brought to me the carpet was dirty bathtub was dirty and the overall condition of the room was very poor I will never return to this property and it is not worth $200 for two nights,None,None,1,1,1,0,1,0,0,NEGATIVE
3480,The location is perfect Staff was nice and helpful Room was really nice and clean We stayed on the 39th floor and the view was amazing 5 minute walk to Macy’s Starbucks right across the street Also liberty’s bagel midtown right around the corner Good bagels ,2018-12-10,,The location is perfect Staff was nice and helpful Room was really nice and clean We stayed on the 39th floor and the view was amazing 5 minute walk to Macy’s Starbucks right across the street Also liberty’s bagel midtown right around the corner Good bagels ,None,None,1,1,0,0,0,0,0,POSITIVE
3481,Convenient location Friendly helpful staff Accomodating re travel needs,2018-12-10,,Convenient location Friendly helpful staff Accomodating re travel needs,None,None,0,1,0,0,0,0,1,POSITIVE
3482,Nice hotel Lots of charm Front desk staff very nice Very helpful ,2018-12-10,,Nice hotel Lots of charm Front desk staff very nice Very helpful ,None,None,0,1,0,0,0,0,1,POSITIVE
3483,Every time I visit New York I stay at the New Yorker The staff members are always so nice and it makes me feel like I’m right at home,2018-12-10,,Every time I visit New York I stay at the New Yorker The staff members are always so nice and it makes me feel like I’m right at home,None,None,1,1,0,1,0,0,1,POSITIVE
3484,Location was perfect Right next to Penn and Hammerstein Ball room The hotel is older but great if you need to be in that area ,2018-12-10,,Location was perfect Right next to Penn and Hammerstein Ball room The hotel is older but great if you need to be in that area ,None,None,1,1,0,0,0,0,0,POSITIVE
3485,La habitación fue sin comodidad desearía regresar a Disney el 0rox año,2018-12-10,,The room was without comfort I wish to return to Disney the 0rox year,None,None,1,0,0,0,0,0,0,POSITIVE
3486,Its kind of sneaky because the lobby is beautiful and the entrance makes you feel youre in a really nice hotel but then we were given a sunset room and we realized the bakc of the hotel is and old hotel that feels completely unattached to the front The cleaning staff do the bare minimum its very noisy at night,2018-12-10,,Its kind of sneaky because the lobby is beautiful and the entrance makes you feel youre in a really nice hotel but then we were given a sunset room and we realized the bakc of the hotel is and old hotel that feels completely unattached to the front The cleaning staff do the bare minimum its very noisy at night,None,None,1,1,1,1,0,1,1,NEGATIVE
3487,Very surprised by the lack of amenities for something considered up scale this was pretty basic,2018-12-10,,Very surprised by the lack of amenities for something considered up scale this was pretty basic,None,None,0,0,1,0,0,0,0,NEGATIVE
3488,This is a low rent property Check in was a complete fiasco and my room was awful The walls were paper thin and there was home made bunk beds screwed into the wall It was awful,2018-12-10,,This is a low rent property Check in was a complete fiasco and my room was awful The walls were paper thin and there was home made bunk beds screwed into the wall It was awful,None,None,1,1,0,0,0,0,0,NEGATIVE
3489,The evening staff was absolutely no help and just terrible in terms of assisting us to find parking Even though we were inquired about valet parking earlier in the day the few parking spots were taken and we spent more than half hour looking for parking in the vicinity They should have told us about the parking problems when we arrived and we would have just secured valet parking earlier The front desk ignored us at first and then basically said you are on your owngood luck No offer to assist us where we could go and find street parking we are Canadians so did not know the area and where to goended up parking 5 blocks awayjust terrible We could not sleep that night since it is NYC so enuff said Will not book there again,2018-12-10,,The evening staff was absolutely no help and just terrible in terms of assisting us to find parking Even though we were inquired about valet parking earlier in the day the few parking spots were taken and we spent more than half hour looking for parking in the vicinity They should have told us about the parking problems when we arrived and we would have just secured valet parking earlier The front desk ignored us at first and then basically said you are on your owngood luck No offer to assist us where we could go and find street parking we are Canadians so did not know the area and where to goended up parking 5 blocks awayjust terrible We could not sleep that night since it is NYC so enuff said Will not book there again,None,None,0,1,1,0,0,0,1,NEGATIVE
3490,1Ice cold room from defective heating unit 2made to wait until 3pm when rooms were available 3 Very small rooms made for tiny people 4towles anr dated only two cloths and towels no hand towels 5100 00 depositgood way for hotel to makeoff it for a few days 6 Horrible parking on street limited valet parking for 3000 7No good place to eat,2018-12-10,,1Ice cold room from defective heating unit 2made to wait until 3pm when rooms were available 3 Very small rooms made for tiny people 4towles anr dated only two cloths and towels no hand towels 5100 00 depositgood way for hotel to makeoff it for a few days 6 Horrible parking on street limited valet parking for 3000 7No good place to eat,None,None,1,1,1,0,1,0,0,NEGATIVE
3491,The room smelled very moldy The view was nice though,2018-12-10,,The room smelled very moldy The view was nice though,None,None,1,1,0,0,0,1,0,POSITIVE
3492,very nice and well maintained Rooms were in very good condition and there were plenty of places to eat and drink,2018-12-10,,very nice and well maintained Rooms were in very good condition and there were plenty of places to eat and drink,None,None,0,0,0,0,0,0,0,POSITIVE
3493,Very close to attractions buildings 12 and 11 noisy only because your balcony leads to parking of WAWA gas station,2018-12-10,,Very close to attractions buildings 12 and 11 noisy only because your balcony leads to parking of WAWA gas station,None,None,0,1,1,0,0,0,0,POSITIVE
3494,Very good but pool should be heated in december,2018-12-10,,Very good but pool should be heated in december,None,None,0,0,0,0,0,0,0,NEGATIVE
3495,We booked a king bed received 2 full size beds Totally ruined a romantic weekend getaway Wasnt offered anything for the trouble The chair had stain thats was disgusting and sheets on one bed had black marks on it For a wyndam this place is not good I dont recommend Also parking was terrible Not enough spaces there at all ,2018-12-10,,We booked a king bed received 2 full size beds Totally ruined a romantic weekend getaway Wasnt offered anything for the trouble The chair had stain thats was disgusting and sheets on one bed had black marks on it For a wyndam this place is not good I dont recommend Also parking was terrible Not enough spaces there at all ,None,None,1,0,1,0,0,0,0,NEGATIVE
3496,Multiple pools minigolf walk around the property feeding the fish were all nice,2018-12-09,,Multiple pools minigolf walk around the property feeding the fish were all nice,None,None,0,1,1,1,0,0,0,POSITIVE
3497,Have stayed here 5 times love it here clean with nice people ,2018-12-09,,Have stayed here 5 times love it here clean with nice people ,None,None,1,0,0,0,0,0,0,POSITIVE
3498,Rooftop bar and staff were excellentMajority of reception staff could do with some customer service training,2018-12-09,,Rooftop bar and staff were excellentMajority of reception staff could do with some customer service training,None,None,0,1,1,0,0,0,1,POSITIVE
3499,Property decided to cancel our room in favor of another reservation at the request of their sales team We were offered a significantly less appointed room for the same price that we had paid for our significantly upgraded room A classic bait and switch Don’t book this hotel if you want to have a place to stay when you arrive,2018-12-09,,Property decided to cancel our room in favor of another reservation at the request of their sales team We were offered a significantly less appointed room for the same price that we had paid for our significantly upgraded room A classic bait and switch Don’t book this hotel if you want to have a place to stay when you arrive,None,None,1,1,0,1,0,0,0,POSITIVE
3500,Well located but room was extremely small without enough clapboard space Room 2241,2018-12-09,,Well located but room was extremely small without enough clapboard space Room 2241,None,None,1,0,0,0,0,0,0,POSITIVE
3501,Hotellet lå centralt og området var rigtig fint men hotellet have papirtynde vægge så man kunne høre alt fra gangen gaden og naboværelserne Man skal betale 29 dollars pr dag for træningscenteret også selvom man ikke bruger træningscentret en eneste gang under ens ophold ,2018-12-09,,The hotel was centrally located and the area was really nice but the hotel has paper thin walls so you could hear everything from the hallway to the street and the neighboring rooms You have to pay 29 dollars per day for the gym even if you do not use the gym once during your stay,None,None,1,1,0,1,0,0,0,NEGATIVE
3502,Centrally located for everything we wanted to do Beautiful hotel and the restaurant was delightful,2018-12-09,,Centrally located for everything we wanted to do Beautiful hotel and the restaurant was delightful,None,None,0,1,0,0,0,1,0,POSITIVE
3503,Close to penn street station Perfect base in New York,2018-12-09,,Close to penn street station Perfect base in New York,None,None,0,0,0,0,0,0,0,POSITIVE
3504,We have stayed here numerous times and has always been positive for us,2018-12-09,,We have stayed here numerous times and has always been positive for us,None,None,1,0,0,0,0,0,0,POSITIVE
3505,Perfect Affordable clean great pool bar and a very short walk to downtown Disney,2018-12-09,,Perfect Affordable clean great pool bar and a very short walk to downtown Disney,None,None,1,0,1,0,0,0,0,POSITIVE
3506,Maintenance service was very slow We had issues with heat not working for 3 days It took several calls each time before they came FINALY the 3rd x they came they got it right,2018-12-09,,Maintenance service was very slow We had issues with heat not working for 3 days It took several calls each time before they came FINALY the 3rd x they came they got it right,None,None,0,0,0,0,0,0,1,NEGATIVE
3507,Very convenient to House of Blues The front desk staff were friendly but the Valet staff were awesome Very helpful in getting us parked and hooked up with a ride to our show we were running late for,2018-12-09,Tampa FL,Very convenient to House of Blues The front desk staff were friendly but the Valet staff were awesome Very helpful in getting us parked and hooked up with a ride to our show we were running late for,"Tampa, Hillsborough County, Florida, United States",United States,0,1,1,0,0,0,1,POSITIVE
3508,wenchecking in the staff person Pamela was very nice when we ordered dinnerfrom their restaurant next door the phone was not in order so pam walked our order over,2018-12-09,,wenchecking in the staff person Pamela was very nice when we ordered dinnerfrom their restaurant next door the phone was not in order so pam walked our order over,None,None,1,1,0,0,0,1,1,NEGATIVE
3509,Enjoyed our stay Construction on the street in NYC is nothing new Didnt really affect our travel Young concierge was helpful We DID NOT get our wake up call the morning we traveled so that was unfortunate Luckily we were able to rush and get out on time,2018-12-09,Virginia,Enjoyed our stay Construction on the street in NYC is nothing new Didnt really affect our travel Young concierge was helpful We DID NOT get our wake up call the morning we traveled so that was unfortunate Luckily we were able to rush and get out on time,"Virginia, United States",United States,1,0,0,0,0,0,0,NEGATIVE
3510,Very nice warm and clean The location is good and the staff is friendly,2018-12-09,,Very nice warm and clean The location is good and the staff is friendly,None,None,1,1,0,0,0,0,1,POSITIVE
3511,Midden in het centrum van New York op loopafstand van Times Square Hotel is redelijk vooral qua hygiëne had het beter gekund,2018-12-09,,Right in the center of New York within walking distance of Times Square Hotel is reasonable especially in terms of hygiene could have been better,None,None,0,0,0,0,0,0,0,POSITIVE
3512,I left my babys blanket in the room i even remenber the place i left it and they said the dont have it,2018-12-09,,I left my babys blanket in the room i even remenber the place i left it and they said the dont have it,None,None,1,0,0,0,0,0,0,NEGATIVE
3513,Clean Comfortable Very helpful and Friendly staff,2018-12-09,,Clean Comfortable Very helpful and Friendly staff,None,None,0,1,0,0,0,0,1,POSITIVE
3514,This hotel is next door to my companys corporate office and the airport so its very convenient I somehow managed to score a room on the top floor this visit so that was super awesomeI always have an excellent stay at this hotel The service is always great the onsite restaurant is just awesome You might pay more at the restaurant but the convenience factor is so huge its well worth it This is not a new hotel but its definitely not unpleasant in any way ,2018-12-09,,This hotel is next door to my companys corporate office and the airport so its very convenient I somehow managed to score a room on the top floor this visit so that was super awesomeI always have an excellent stay at this hotel The service is always great the onsite restaurant is just awesome You might pay more at the restaurant but the convenience factor is so huge its well worth it This is not a new hotel but its definitely not unpleasant in any way ,None,None,1,1,0,1,0,1,1,POSITIVE
3515,I choose the hotel package with breakfast and the hotel does not even offer free breakfast smh,2018-12-09,,I choose the hotel package with breakfast and the hotel does not even offer free breakfast smh,None,None,0,1,0,0,0,1,0,POSITIVE
3516,Eu e minha esposa procuramos um hotel resort para nossa ultima viagem antes de nascer nossa filha Ao chegarmos no hotel ja confirmamos que é bem diferente das fotos no site especialmente os prédios dos quartos Quando entramos no primeiro quarto sentimos um cheiro forte de amonia insuportável voltamos a recepcao para solicitar outro quarto fomos para o segundo quarto estrutura igual a hotel de beira de estrada cheiro desagradavel ar condicionado barulhento enfim decidimos solicitar cancelamento alegando esses problemas para nossa surpresa um gerente arrogante interrompeu meu diálogo com o atendente quando solicitava o cancelamento e perguntando se alguem falava portugues para nao ficar duvidas sobre o cancelamento o atendente falou que tinha um rapaz que falava portuguesmas o gerente falou que so falava ingles e espanhou depois de discusao por causa da postura arrogante do gerentepedi um comprovante de cancelamentofalou que o sistema nao fornecia mais um desgaste depois de mais alguns minutos de discusao desgaste ele imprimiu enviarei uma reclamacao ao hotel com o respectivo nome do gerente Nao considerem esse hotel nao vale o valor é sujo e tem uma gerencia que despresa clientes,2018-12-09,,"My wife and I were looking for a resort hotel for our last trip before giving birth to our daughter. When we arrived at the hotel, we already confirmed that it is very different from the photos on the website, especially the bedroom buildings. reception to request another room we went to the second room structure equal to roadside hotel unpleasant smell noisy air conditioning finally we decided to request cancellation alleging these problems to our surprise an arrogant manager interrupted my dialogue with the attendant when requesting cancellation and asking if anyone I spoke Portuguese to avoid doubts about the cancellation. The attendant said there was a guy who spoke Portuguese, but the manager said he only spoke English and he spoke after a discussion because of the manager's arrogant posture. after a few more m inutos for discussion wear it printed I will send a complaint to the hotel with the respective manager's name Do not consider this hotel not worth the value, it is dirty and has a management that despises customers",None,None,1,1,0,0,0,1,1,NEGATIVE
3517,Beautiful property,2018-12-08,,Beautiful property,None,None,0,1,0,0,0,0,0,POSITIVE
3518,great place if you are going to Hollywood studios ,2018-12-08,,great place if you are going to Hollywood studios ,None,None,0,0,0,0,0,0,0,POSITIVE
3519,Very old Room needs renovation Staffs are friendly and quite responsible,2018-12-08,,Very old Room needs renovation Staffs are friendly and quite responsible,None,None,0,0,0,0,0,0,1,POSITIVE
3520,Good location Staff is not friendly as expected The sink was clogged The hot shower was too hot,2018-12-08,,Good location Staff is not friendly as expected The sink was clogged The hot shower was too hot,None,None,0,1,0,0,1,0,1,NEGATIVE
3521,Hotel un peu vieillissants mais le comfort est correct et son emplacement de premier choix,2018-12-08,"Anthony, FR",Hotel a little aging but the comfort is correct and its location of prime choice,"ANTHONY, Verlus, Mirande, Gers, Occitanie, France métropolitaine, 32400, France",France,0,1,0,0,0,0,0,POSITIVE
3522,Great location across from Madison Square Garden and very convenient to subways and train station Rooms and decor a little tired same for lounge on main floor Nice surprise was the 247 Tixk Tock diner,2018-12-08,,Great location across from Madison Square Garden and very convenient to subways and train station Rooms and decor a little tired same for lounge on main floor Nice surprise was the 247 Tixk Tock diner,None,None,0,1,0,0,0,0,0,POSITIVE
3523,fabulous hotel convenient to everythingI highly recommend it ,2018-12-08,MIGNANEGO - GENOA - ITALY,fabulous hotel convenient to everythingI highly recommend it ,"Mignanego, Genova, Liguria, 16018, Italia",None,0,1,0,0,0,0,0,POSITIVE
